Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
PayPal Fees,9/23/23,Deposit,2JJ91533S2733964A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$894,014.62 "
PayPal Bank 3,9/23/23,Deposit,5VJ33232UR9131814,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 5VJ33232UR9131814
https://www.paypal.com/activity/payment/5VJ33232UR9131814",PayPal Bank 3,--,$98.45 ,"$894,113.07 "
Donations directed by individuals,9/23/23,Deposit,5VJ33232UR9131814,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$894,216.55 "
PayPal Fees,9/23/23,Deposit,5VJ33232UR9131814,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.03 ,"$894,221.58 "
PayPal Bank 3,9/23/23,Deposit,1KM99155AX392723D,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1KM99155AX392723D
https://www.paypal.com/activity/payment/1KM99155AX392723D",PayPal Bank 3,--,$100.00 ,"$894,321.58 "
Donations directed by individuals,9/23/23,Deposit,1KM99155AX392723D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$894,425.06 "
PayPal Fees,9/23/23,Deposit,1KM99155AX392723D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$894,428.54 "
PayPal Bank 3,9/23/23,Deposit,00G10777M4738273P,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Thank you for everything you do.  I hope peace will come soon for all Ukrainian people!
Transaction ID: 00G10777M4738273P
https://www.paypal.com/activity/payment/00G10777M4738273P",PayPal Bank 3,--,$100.00 ,"$894,528.54 "
Donations directed by individuals,9/23/23,Deposit,00G10777M4738273P,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$894,632.02 "
PayPal Fees,9/23/23,Deposit,00G10777M4738273P,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$894,635.50 "
PayPal Bank 3,9/23/23,Deposit,17K11555500528818,10 Flight to Recovery RESTR,"Subject: FlightToRecovery
Transaction ID: 17K11555500528818
https://www.paypal.com/activity/payment/17K11555500528818",PayPal Bank 3,--,$39.37 ,"$894,674.87 "
Donations directed by individuals,9/23/23,Deposit,17K11555500528818,10 Flight to Recovery RESTR,Dignitas Ukraine Flight to Recovery - Dignitas Ukraine Flight to Recovery,Contributed income:Donations directed by individuals,PayPal Bank 3,$41.69 ,"$894,716.56 "
PayPal Fees,9/23/23,Deposit,17K11555500528818,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.32 ,"$894,718.88 "
PayPal Bank 3,9/23/23,Deposit,9F247060FG610643H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9F247060FG610643H
https://www.paypal.com/activity/payment/9F247060FG610643H",PayPal Bank 3,--,$190.73 ,"$894,909.61 "
Donations directed by individuals,9/23/23,Deposit,9F247060FG610643H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00 ,"$895,109.61 "
PayPal Fees,9/23/23,Deposit,9F247060FG610643H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$9.27 ,"$895,118.88 "
PayPal Bank 3,9/23/23,Deposit,4JA04879C7952490V,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 4JA04879C7952490V
https://www.paypal.com/activity/payment/4JA04879C7952490V",PayPal Bank 3,--,$129.95 ,"$895,248.83 "
Donations directed by individuals,9/23/23,Deposit,4JA04879C7952490V,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$136.43 ,"$895,385.26 "
PayPal Fees,9/23/23,Deposit,4JA04879C7952490V,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$6.48 ,"$895,391.74 "
PayPal Bank 3,9/23/23,Deposit,5PF5970161756693T,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5PF5970161756693T
https://www.paypal.com/activity/payment/5PF5970161756693T",PayPal Bank 3,--,$95.12 ,"$895,486.86 "
Donations directed by individuals,9/23/23,Deposit,5PF5970161756693T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$895,586.86 "
PayPal Fees,9/23/23,Deposit,5PF5970161756693T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88 ,"$895,591.74 "
PayPal Bank 3,9/23/23,Deposit,85C884642S920054R,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 85C884642S920054R
https://www.paypal.com/activity/payment/85C884642S920054R",PayPal Bank 3,--,$100.00 ,"$895,691.74 "
Donations directed by individuals,9/23/23,Deposit,85C884642S920054R,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$895,795.22 "
PayPal Fees,9/23/23,Deposit,85C884642S920054R,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$895,798.70 "
PayPal Bank 3,9/23/23,Deposit,2NJ26077720592129,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Meest America $50 Post Payment + 100 for future 2 publications
Transaction ID: 2NJ26077720592129
https://www.paypal.com/activity/payment/2NJ26077720592129",PayPal Bank 3,--,$50.00 ,"$895,848.70 "
Donations directed by individuals,9/23/23,Deposit,2NJ26077720592129,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$895,900.69 "
PayPal Fees,9/23/23,Deposit,2NJ26077720592129,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$895,902.68 "
PayPal Bank 3,9/23/23,Deposit,1PG54135JX7240611,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1PG54135JX7240611
https://www.paypal.com/activity/payment/1PG54135JX7240611",PayPal Bank 3,--,$49.22 ,"$895,951.90 "
Donations directed by individuals,9/23/23,Deposit,1PG54135JX7240611,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$896,003.89 "
PayPal Fees,9/23/23,Deposit,1PG54135JX7240611,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77 ,"$896,006.66 "
PayPal Bank 3,9/23/23,Deposit,5V0372480N270221C,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 5V0372480N270221C
https://www.paypal.com/activity/payment/5V0372480N270221C",PayPal Bank 3,--,$193.73 ,"$896,200.39 "
Donations directed by individuals,9/23/23,Deposit,5V0372480N270221C,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00 ,"$896,400.39 "
PayPal Fees,9/23/23,Deposit,5V0372480N270221C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$6.27 ,"$896,406.66 "
PayPal Bank 3,9/23/23,Deposit,83A87585UT442860P,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 83A87585UT442860P
https://www.paypal.com/activity/payment/83A87585UT442860P",PayPal Bank 3,--,$96.62 ,"$896,503.28 "
Donations directed by individuals,9/23/23,Deposit,83A87585UT442860P,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$896,603.28 "
PayPal Fees,9/23/23,Deposit,83A87585UT442860P,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.38 ,"$896,606.66 "
PayPal Bank 3,9/23/23,Deposit,5JA35228HA676611R,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5JA35228HA676611R
https://www.paypal.com/activity/payment/5JA35228HA676611R",PayPal Bank 3,--,$492.26 ,"$897,098.92 "
Donations directed by individuals,9/23/23,Deposit,5JA35228HA676611R,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$515.38 ,"$897,614.30 "
PayPal Fees,9/23/23,Deposit,5JA35228HA676611R,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$23.12 ,"$897,637.42 "
PayPal Bank 3,9/23/23,Deposit,0LK53003JB1138543,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 0LK53003JB1138543
https://www.paypal.com/activity/payment/0LK53003JB1138543",PayPal Bank 3,--,$50.00 ,"$897,687.42 "
Donations directed by individuals,9/23/23,Deposit,0LK53003JB1138543,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$897,739.41 "
PayPal Fees,9/23/23,Deposit,0LK53003JB1138543,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$897,741.40 "
PayPal Bank 3,9/23/23,Deposit,02B546718W785282Y,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 02B546718W785282Y
https://www.paypal.com/activity/payment/02B546718W785282Y",PayPal Bank 3,--,$10.00 ,"$897,751.40 "
Donations directed by individuals,9/23/23,Deposit,02B546718W785282Y,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80 ,"$897,762.20 "
PayPal Fees,9/23/23,Deposit,02B546718W785282Y,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.80 ,"$897,763.00 "
PayPal Bank 3,9/23/23,Deposit,0BK3818404001781N,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 0BK3818404001781N
https://www.paypal.com/activity/payment/0BK3818404001781N",PayPal Bank 3,--,$50.00 ,"$897,813.00 "
Donations directed by individuals,9/23/23,Deposit,0BK3818404001781N,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$897,864.99 "
PayPal Fees,9/23/23,Deposit,0BK3818404001781N,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$897,866.98 "
PayPal Bank 3,9/23/23,Deposit,2KN53284A3134434X,08 VICTORY DRONES RESTR,"Subject: VictoryDrones
Transaction ID: 2KN53284A3134434X
https://www.paypal.com/activity/payment/2KN53284A3134434X",PayPal Bank 3,--,$19.68 ,"$897,886.66 "
Donations directed by individuals,9/23/23,Deposit,2KN53284A3134434X,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$21.10 ,"$897,907.76 "
PayPal Fees,9/23/23,Deposit,2KN53284A3134434X,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.42 ,"$897,909.18 "
PayPal Bank 3,9/23/23,Deposit,14Y354229B560015H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 14Y354229B560015H
https://www.paypal.com/activity/payment/14Y354229B560015H",PayPal Bank 3,--,$485.06 ,"$898,394.24 "
Donations directed by individuals,9/23/23,Deposit,14Y354229B560015H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$500.00 ,"$898,894.24 "
PayPal Fees,9/23/23,Deposit,14Y354229B560015H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.94 ,"$898,909.18 "
PayPal Bank 3,9/23/23,Deposit,7G457630EV506892T,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 7G457630EV506892T
https://www.paypal.com/activity/payment/7G457630EV506892T",PayPal Bank 3,--,$49.22 ,"$898,958.40 "
Donations directed by individuals,9/23/23,Deposit,7G457630EV506892T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$899,010.39 "
PayPal Fees,9/23/23,Deposit,7G457630EV506892T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77 ,"$899,013.16 "
PayPal Bank 3,9/23/23,Deposit,66568384HG3550906,07 1000 DRONES RESTR,"Subject: 1000 DRONES FOR UKRAINE
Transaction ID: 66568384HG3550906
https://www.paypal.com/activity/payment/66568384HG3550906",PayPal Bank 3,--,$24.61 ,"$899,037.77 "
Donations directed by individuals,9/23/23,Deposit,66568384HG3550906,07 1000 DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25 ,"$899,064.02 "
PayPal Fees,9/23/23,Deposit,66568384HG3550906,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64 ,"$899,065.66 "
PayPal Bank 3,9/23/23,Deposit,58M01245U2747191M,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 58M01245U2747191M
https://www.paypal.com/activity/payment/58M01245U2747191M",PayPal Bank 3,--,$33.47 ,"$899,099.13 "
Donations directed by individuals,9/23/23,Deposit,58M01245U2747191M,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$35.52 ,"$899,134.65 "
PayPal Fees,9/23/23,Deposit,58M01245U2747191M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.05 ,"$899,136.70 "
PayPal Bank 3,9/23/23,Deposit,5V182613YX908114U,08 VICTORY DRONES RESTR,"Subject: VictoryDrones
Note: Honor to: Lyuba Shipovich and all team
Transaction ID: 5V182613YX908114U
https://www.paypal.com/activity/payment/5V182613YX908114U",PayPal Bank 3,--,$108.00 ,"$899,244.70 "
Donations directed by individuals,9/23/23,Deposit,5V182613YX908114U,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$111.72 ,"$899,356.42 "
PayPal Fees,9/23/23,Deposit,5V182613YX908114U,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.72 ,"$899,360.14 "
PayPal Bank 3,9/23/23,Deposit,91077538HL419931F,07 1000 DRONES RESTR,"Subject: GeneralPage
Note: На дрони на честь дня народження Катерини Шліфер
Transaction ID: 91077538HL419931F
https://www.paypal.com/activity/payment/91077538HL419931F",PayPal Bank 3,--,$49.22 ,"$899,409.36 "
Donations directed by individuals,9/23/23,Deposit,91077538HL419931F,07 1000 DRONES RESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$899,461.35 "
PayPal Fees,9/23/23,Deposit,91077538HL419931F,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77 ,"$899,464.12 "
PayPal Bank 3,9/23/23,Deposit,1NW228256Y3581319,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1NW228256Y3581319
https://www.paypal.com/activity/payment/1NW228256Y3581319",PayPal Bank 3,--,$19.68 ,"$899,483.80 "
Donations directed by individuals,9/23/23,Deposit,1NW228256Y3581319,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$21.10 ,"$899,504.90 "
PayPal Fees,9/23/23,Deposit,1NW228256Y3581319,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.42 ,"$899,506.32 "
PayPal Bank 3,9/23/23,Deposit,79N73737P6977362H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 79N73737P6977362H
https://www.paypal.com/activity/payment/79N73737P6977362H",PayPal Bank 3,--,$50.00 ,"$899,556.32 "
Donations directed by individuals,9/23/23,Deposit,79N73737P6977362H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$899,608.31 "
PayPal Fees,9/23/23,Deposit,79N73737P6977362H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$899,610.30 "
PayPal Bank 3,9/23/23,Deposit,01A20139MG717545R,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 01A20139MG717545R
https://www.paypal.com/activity/payment/01A20139MG717545R",PayPal Bank 3,--,$9.07 ,"$899,619.37 "
Donations directed by individuals,9/23/23,Deposit,01A20139MG717545R,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00 ,"$899,629.37 "
PayPal Fees,9/23/23,Deposit,01A20139MG717545R,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.93 ,"$899,630.30 "
PayPal Bank 3,9/23/23,Deposit,3K7471717F527735M,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 3K7471717F527735M
https://www.paypal.com/activity/payment/3K7471717F527735M",PayPal Bank 3,--,$11.81 ,"$899,642.11 "
Donations directed by individuals,9/23/23,Deposit,3K7471717F527735M,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$12.86 ,"$899,654.97 "
PayPal Fees,9/23/23,Deposit,3K7471717F527735M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.05 ,"$899,656.02 "
PayPal Bank 3,9/23/23,Deposit,6CJ25789UF098361K,07 1000 DRONES RESTR,"Subject: 1000 DRONES FOR UKRAINE
Transaction ID: 6CJ25789UF098361K
https://www.paypal.com/activity/payment/6CJ25789UF098361K",PayPal Bank 3,--,$10.82 ,"$899,666.84 "
Donations directed by individuals,9/23/23,Deposit,6CJ25789UF098361K,07 1000 DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$11.83 ,"$899,678.67 "
PayPal Fees,9/23/23,Deposit,6CJ25789UF098361K,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.01 ,"$899,679.68 "
PayPal Bank 3,9/23/23,Deposit,4K041382F2815471L,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 4K041382F2815471L
https://www.paypal.com/activity/payment/4K041382F2815471L",PayPal Bank 3,--,$100.00 ,"$899,779.68 "
Donations directed by individuals,9/23/23,Deposit,4K041382F2815471L,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$899,883.16 "
PayPal Fees,9/23/23,Deposit,4K041382F2815471L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$899,886.64 "
PayPal Bank 3,9/23/23,Deposit,5N255724782856438,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5N255724782856438
https://www.paypal.com/activity/payment/5N255724782856438",PayPal Bank 3,--,$98.45 ,"$899,985.09 "
Donations directed by individuals,9/23/23,Deposit,5N255724782856438,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$900,088.57 "
PayPal Fees,9/23/23,Deposit,5N255724782856438,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.03 ,"$900,093.60 "
PayPal Bank 3,9/23/23,Deposit,27038802EP0081510,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 27038802EP0081510
https://www.paypal.com/activity/payment/27038802EP0081510",PayPal Bank 3,--,$96.62 ,"$900,190.22 "
Donations directed by individuals,9/23/23,Deposit,27038802EP0081510,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$900,290.22 "
PayPal Fees,9/23/23,Deposit,27038802EP0081510,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.38 ,"$900,293.60 "
PayPal Bank 3,9/23/23,Deposit,28E10268044666340,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 28E10268044666340
https://www.paypal.com/activity/payment/28E10268044666340",PayPal Bank 3,--,$50.00 ,"$900,343.60 "
Donations directed by individuals,9/23/23,Deposit,28E10268044666340,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$900,395.59 "
PayPal Fees,9/23/23,Deposit,28E10268044666340,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$900,397.58 "
PayPal Bank 3,9/23/23,Deposit,54K03927TK6156128,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 54K03927TK6156128
https://www.paypal.com/activity/payment/54K03927TK6156128",PayPal Bank 3,--,$19.68 ,"$900,417.26 "
Donations directed by individuals,9/23/23,Deposit,54K03927TK6156128,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$21.10 ,"$900,438.36 "
PayPal Fees,9/23/23,Deposit,54K03927TK6156128,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.42 ,"$900,439.78 "
PayPal Bank 3,9/23/23,Deposit,2WJ30512FX3528524,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 2WJ30512FX3528524
https://www.paypal.com/activity/payment/2WJ30512FX3528524",PayPal Bank 3,--,$29.53 ,"$900,469.31 "
Donations directed by individuals,9/23/23,Deposit,2WJ30512FX3528524,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.40 ,"$900,500.71 "
PayPal Fees,9/23/23,Deposit,2WJ30512FX3528524,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.87 ,"$900,502.58 "
