Date,Category,UAH,Payment method
2023-09-23,General Donations,154.97,PayPal
2023-09-23,General Donations,100.0,PayPal
2023-09-23,General Donations,15.95,PayPal
2023-09-23,1000 Drones For Ukraine,103.48,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,30.0,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,500.0,PayPal
2023-09-23,General Donations,35.52,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,309.43,PayPal
2023-09-23,1000 Drones For Ukraine,500.0,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,50.0,PayPal
2023-09-23,Victory Drones,103.48,PayPal
2023-09-23,General Donations,124.08,PayPal
2023-09-23,General Donations,124.08,PayPal
2023-09-23,General Donations,1030.26,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,General Donations,26.25,PayPal
2023-09-23,General Donations,5.65,PayPal
2023-09-23,General Donations,154.97,PayPal
2023-09-23,General Donations,160.12,PayPal
2023-09-23,General Donations,52.0,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,Flight To Recovery,41.69,PayPal
2023-09-23,General Donations,200.0,PayPal
2023-09-23,1000 Drones For Ukraine,136.43,PayPal
2023-09-23,General Donations,100.0,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,200.0,PayPal
2023-09-23,General Donations,100.0,PayPal
2023-09-23,General Donations,515.38,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,Victory Drones,21.1,PayPal
2023-09-23,General Donations,500.0,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,1000 Drones For Ukraine,26.25,PayPal
2023-09-23,General Donations,35.52,PayPal
2023-09-23,Victory Drones,111.72,PayPal
2023-09-23,1000 Drones For Ukraine,51.99,PayPal
2023-09-23,General Donations,21.1,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,1000 Drones For Ukraine,10.0,PayPal
2023-09-23,General Donations,12.86,PayPal
2023-09-23,1000 Drones For Ukraine,11.83,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,100.0,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,21.1,PayPal
2023-09-23,General Donations,31.4,PayPal
2023-09-23,General Donations,26.25,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,10.0,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,General Donations,206.46,PayPal
2023-09-23,Flight To Recovery,51.99,PayPal
2023-09-23,General Donations,30.0,PayPal
2023-09-23,Victory Drones,103.48,PayPal
2023-09-23,Flight To Recovery,103.48,PayPal
2023-09-23,General Donations,100.0,PayPal
2023-09-23,General Donations,22.0,PayPal
2023-09-23,General Donations,15.0,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,1000 Drones For Ukraine,650.0,PayPal
2023-09-23,1000 Drones For Ukraine,103.48,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,566.87,PayPal
2023-09-23,General Donations,5.0,PayPal
2023-09-23,1000 Drones For Ukraine,21.1,PayPal
2023-09-23,1000 Drones For Ukraine,100.0,PayPal
2023-09-23,General Donations,2000.0,PayPal
2023-09-23,General Donations,26.25,PayPal
2023-09-23,General Donations,10.0,PayPal
2023-09-23,General Donations,72.0,PayPal
2023-09-23,General Donations,200.0,PayPal
2023-09-23,General Donations,35.52,PayPal
2023-09-23,General Donations,45.0,PayPal
2023-09-23,1000 Drones For Ukraine,50.0,PayPal
2023-09-23,1000 Drones For Ukraine,53.02,PayPal
2023-09-23,1000 Drones For Ukraine,51.99,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,20.0,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,1000 Drones For Ukraine,100.0,PayPal
2023-09-23,General Donations,3000.0,PayPal
2023-09-23,1000 Drones For Ukraine,50.0,PayPal
2023-09-23,General Donations,65.0,PayPal
2023-09-23,General Donations,31.4,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,General Donations,99.36,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,50.0,PayPal
2023-09-23,General Donations,20.0,PayPal
2023-09-23,General Donations,5.65,PayPal
2023-09-23,General Donations,25.0,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,50.0,PayPal
2023-09-23,General Donations,360.92,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,200.0,PayPal
2023-09-23,General Donations,70.0,PayPal
2023-09-23,Victory Drones,103.48,PayPal
2023-09-23,General Donations,10.0,PayPal
2023-09-23,1000 Drones For Ukraine,204.56,PayPal
2023-09-23,1000 Drones For Ukraine,41.31,PayPal
2023-09-23,General Donations,50.0,PayPal
2023-09-23,General Donations,26.25,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,408.62,PayPal
2023-09-23,1000 Drones For Ukraine,200.0,PayPal
2023-09-23,Veteranius,102.53,PayPal
2023-09-23,General Donations,2000.0,PayPal
2023-09-23,General Donations,50.0,PayPal
2023-09-23,1000 Drones For Ukraine,102.53,PayPal
2023-09-23,General Donations,102.53,PayPal
2023-09-23,General Donations,103.48,PayPal
2023-09-23,General Donations,22.22,PayPal
2023-09-23,1000 Drones For Ukraine,102.53,PayPal
2023-09-23,General Donations,1000.0,PayPal
2023-09-23,Victory Drones,3.59,PayPal
2023-09-23,General Donations,15.95,PayPal
2023-09-23,General Donations,10.7,PayPal
2023-09-23,General Donations,20.0,PayPal
2023-09-23,1000 Drones For Ukraine,41.31,PayPal
2023-09-23,General Donations,26.01,PayPal
2023-09-23,1000 Drones For Ukraine,51.52,PayPal
2023-09-23,General Donations,102.53,PayPal
2023-09-23,1000 Drones For Ukraine,20.0,PayPal
2023-09-23,General Donations,10.8,PayPal
2023-09-23,General Donations,49.93,PayPal
2023-09-23,General Donations,21.1,PayPal
2023-09-23,General Donations,20.91,PayPal
2023-09-23,General Donations,250.0,PayPal
2023-09-23,General Donations,35.0,PayPal
2023-09-23,General Donations,10.0,PayPal
2023-09-23,General Donations,10.0,PayPal
2023-09-23,General Donations,72.0,PayPal
2023-09-23,1000 Drones For Ukraine,51.52,PayPal
2023-09-23,General Donations,102.53,PayPal
2023-09-23,General Donations,15.8,PayPal
2023-09-23,General Donations,15.0,PayPal
2023-09-23,General Donations,20.91,PayPal
2023-09-23,1000 Drones For Ukraine,15.0,PayPal
2023-09-23,Victory Drones,51.52,PayPal
2023-09-23,Victory Drones,102.53,PayPal
2023-09-23,General Donations,24.99,PayPal
2023-09-23,General Donations,51.99,PayPal
2023-09-23,General Donations,26.25,PayPal
2023-09-23,General Donations,51.52,PayPal
2023-09-23,Victory Drones,20.91,PayPal
2023-09-23,General Donations,30.0,PayPal
2023-09-23,1000 Drones For Ukraine,357.61,PayPal
2023-09-23,General Donations,309.43,PayPal
2023-09-23,Victory Drones,3.59,PayPal
2023-09-23,1000 Drones For Ukraine,80.0,PayPal
2023-09-23,1000 Drones For Ukraine,35.0,PayPal
2023-09-23,General Donations,204.56,PayPal
2023-09-22,General Donations,1.0,PayPal
2023-09-22,General Donations,1.0,PayPal
2023-09-22,General Donations,1.5,PayPal
2023-09-22,General Donations,1.25,PayPal
2023-09-22,1000 Drones For Ukraine,5.0,PayPal
2023-09-22,1000 Drones For Ukraine,2.0,PayPal
2023-09-22,1000 Drones For Ukraine,3.0,PayPal
2023-09-22,General Donations,4.0,PayPal
2023-09-22,General Donations,2.5,PayPal
2023-09-22,Mobile Shower Units,3.5,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,20.17,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,36.55,PayPal
2023-09-22,General Donations,22.22,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,10.16,PayPal
2023-09-22,1000 Drones For Ukraine,206.46,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,1000 Drones For Ukraine,154.97,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,3.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,1000 Drones For Ukraine,10.8,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,1000 Drones For Ukraine,25.0,PayPal
2023-09-22,1000 Drones For Ukraine,30.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,Veteranius,21.1,PayPal
2023-09-22,1000 Drones For Ukraine,26.25,PayPal
2023-09-22,1000 Drones For Ukraine,31.4,PayPal
2023-09-22,General Donations,41.69,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,123.45,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,1000 Drones For Ukraine,50.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,Veteranius,10.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,20.0,PayPal
2023-09-22,1000 Drones For Ukraine,30.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,40.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,1000 Drones For Ukraine,100.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,1000 Drones For Ukraine,21.1,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,20.24,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,257.94,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,46.84,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,75.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,1000 Drones For Ukraine,257.94,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,72.0,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,Victory Drones,51.99,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,20.13,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,Victory Drones,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,257.94,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,Mobile Shower Units,103.48,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,Mobile Shower Units,50.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,110.0,PayPal
2023-09-22,1000 Drones For Ukraine,500.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,31.4,PayPal
2023-09-22,General Donations,2.56,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,500.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,41.69,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,25.0,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,1000 Drones For Ukraine,21.1,PayPal
2023-09-22,Victory Drones,41.69,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,General Donations,515.38,PayPal
2023-09-22,General Donations,22.22,PayPal
2023-09-22,1000 Drones For Ukraine,21.1,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,1000 Drones For Ukraine,26.25,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,1000 Drones For Ukraine,22.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,88.03,PayPal
2023-09-22,1000 Drones For Ukraine,15.95,PayPal
2023-09-22,1000 Drones For Ukraine,50.0,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,1000 Drones For Ukraine,5.65,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,1000 Drones For Ukraine,26.25,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,106.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,45.0,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,1040.76,PayPal
2023-09-22,General Donations,515.38,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,30.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,1000 Drones For Ukraine,62.29,PayPal
2023-09-22,General Donations,1030.26,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,324.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,1000 Drones For Ukraine,257.94,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,62.29,PayPal
2023-09-22,1000 Drones For Ukraine,100.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,Victory Drones,154.97,PayPal
2023-09-22,1000 Drones For Ukraine,26.25,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,1555.9,PayPal
2023-09-22,General Donations,500.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,Victory Drones,257.94,PayPal
2023-09-22,General Donations,154.97,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,Victory Drones,200.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,70.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,22.0,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,515.38,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,1000 Drones For Ukraine,206.46,PayPal
2023-09-22,General Donations,110.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,298.3,PayPal
2023-09-22,Mobile Shower Units,100.0,PayPal
2023-09-22,General Donations,1.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,72.0,PayPal
2023-09-22,1000 Drones For Ukraine,100.0,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,41.69,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,37.58,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,1000 Drones For Ukraine,21.1,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,844.91,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,5.0,PayPal
2023-09-22,General Donations,35.0,PayPal
2023-09-22,General Donations,40.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,22.22,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,1000 Drones For Ukraine,31.4,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,Victory Drones,3.59,PayPal
2023-09-22,General Donations,600.0,PayPal
2023-09-22,1000 Drones For Ukraine,300.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,20.0,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,1000 Drones For Ukraine,21.1,PayPal
2023-09-22,General Donations,49.93,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,309.43,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,35.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,515.38,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,1000 Drones For Ukraine,200.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,515.38,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,50.0,PayPal
2023-09-22,General Donations,41.69,PayPal
2023-09-22,General Donations,257.94,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,1000 Drones For Ukraine,10.0,PayPal
2023-09-22,General Donations,515.38,PayPal
2023-09-22,General Donations,154.97,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,1000 Drones For Ukraine,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,22.13,PayPal
2023-09-22,General Donations,11.83,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,Victory Drones,3.59,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,1000 Drones For Ukraine,50.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,15.95,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,1000 Drones For Ukraine,31.4,PayPal
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,289.82,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,1000 Drones For Ukraine,206.46,PayPal
2023-09-22,General Donations,15.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,1000 Drones For Ukraine,50.0,PayPal
2023-09-22,General Donations,31.4,PayPal
